"id","name","level","code","admin_area_1","admin_area_2","admin_area_3"
"ahwTMNAJvrL","Muranga County",2,"KE_County_21","Kenya","Muranga County",NA
"l46g2PZUjoh","Muranga South Sub County",3,"KE_SubCounty_3135","Kenya","Muranga County","Muranga South Sub County"
"gLD3Q9fHpvy","Muthambi Sub County",3,"KE_SubCounty_3259","Kenya","Tharaka Nithi County","Muthambi Sub County"
"C1xuoa1NAMm","Mvita Sub County",3,"KE_SubCounty_3127","Kenya","Mombasa County","Mvita Sub County"
"fYYivceocJ2","Mwala Sub County",3,"KE_SubCounty_3091","Kenya","Machakos County","Mwala Sub County"
"IBDoGsLdhvt","Mwatate Sub County",3,"KE_SubCounty_3207","Kenya","Taita Taveta County","Mwatate Sub County"
"rBKASpHJblX","Mwea Sub County",3,"3266","Kenya","Embu County","Mwea Sub County"
"wQ8XjZ7zVwL","Mwimbi Sub County",3,"KE_SubCounty_3214","Kenya","Tharaka Nithi County","Mwimbi Sub County"
"uE7HKhqPOtf","Mwingi Central Sub County",3,"KE_SubCounty_3074","Kenya","Kitui County","Mwingi Central Sub County"
"KXM9VnhuLfP","Mwingi North Sub County",3,"KE_SubCounty_3076","Kenya","Kitui County","Mwingi North Sub County"
"svwbDnzhgik","Mwingi West Sub County",3,"KE_SubCounty_3075","Kenya","Kitui County","Mwingi West Sub County"
"jkG3zaihdSs","Nairobi County",2,"KE_County_47","Kenya","Nairobi County",NA
"yZJJPoSGhY6","Naivasha Sub County",3,"KE_SubCounty_3164","Kenya","Nakuru County","Naivasha Sub County"
"ob6SxuRcqU4","Nakuru County",2,"KE_County_32","Kenya","Nakuru County",NA
"FBJ9Y11esHS","Nakuru East Sub County",3,"KE_SubCounty_3156","Kenya","Nakuru County","Nakuru East Sub County"
"nwh9bXKykiS","Nakuru North Sub County",3,"KE_SubCounty_3158","Kenya","Nakuru County","Nakuru North Sub County"
"KTayLusaU5I","Nakuru West Sub County",3,"KE_SubCounty_3157","Kenya","Nakuru County","Nakuru West Sub County"
"e1J7R103h8I","Nambale Sub County",3,"KE_SubCounty_2977","Kenya","Busia County","Nambale Sub County"
"t0J75eHKxz5","Nandi County",2,"KE_County_29","Kenya","Nandi County",NA
"W6Err8cQf5J","Nandi Hills Sub County",3,"KE_SubCounty_3170","Kenya","Nandi County","Nandi Hills Sub County"
"zGJ7QQlAMYD","Narok Central Sub County",3,"3274","Kenya","Narok County","Narok Central Sub County"
"kqJ83J2D72s","Narok County",2,"KE_County_33","Kenya","Narok County",NA
"gZM3NbHaugk","Narok East Sub County",3,"KE_SubCounty_3175","Kenya","Narok County","Narok East Sub County"
"fNROL0qm8De","Narok North Sub County",3,"KE_SubCounty_3176","Kenya","Narok County","Narok North Sub County"
"bnYzgzYe2Z7","Narok South Sub County",3,"KE_SubCounty_3174","Kenya","Narok County","Narok South Sub County"
"ouA247cg58A","Narok West Sub County",3,"KE_SubCounty_3173","Kenya","Narok County","Narok West Sub County"
"G6PJ5kFVAuO","Navakholo Sub County",3,"KE_SubCounty_3018","Kenya","Kakamega County","Navakholo Sub County"
"EESGLsSLTqH","Ndaragwa Sub County",3,"KE_SubCounty_3184","Kenya","Nyandarua County","Ndaragwa Sub County"
"i2Y2fyNoFyZ","Ndhiwa Sub County",3,"KE_SubCounty_2997","Kenya","Homa Bay County","Ndhiwa Sub County"
"gSJXzH1DM75","Njoro Sub County",3,"KE_SubCounty_3165","Kenya","Nakuru County","Njoro Sub County"
"j6fqt5TYqPZ","North Horr Sub County",3,"KE_SubCounty_3108","Kenya","Marsabit County","North Horr Sub County"
"kBQIjtWUBqj","Nyakach Sub County",3,"KE_SubCounty_3062","Kenya","Kisumu County","Nyakach Sub County"
"sr8WEz03EnP","Nyali Sub County",3,"KE_SubCounty_3129","Kenya","Mombasa County","Nyali Sub County"
