"facility_id","admin_area_1","admin_area_2","admin_area_3"
"X6gxxPEVIzy","Zimbabwe Ministry of Health","mv Masvingo Province","mv Zaka District"
"x7PRZXUho2z","Zimbabwe Ministry of Health","me Mashonaland East Province","me Uzumba Maramba Pfungwe District"
"X7x12PYjdok","Zimbabwe Ministry of Health","mi Midlands Province","mi Shurugwi District"
"X7zphE53Ypc","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Bindura District"
"x8erRQoNuQe","Zimbabwe Ministry of Health","me Mashonaland East Province","me Mudzi District"
"X8QsJGkQVdg","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Zvimba District"
"X8zn12MUr5m","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe North District"
"XatZA7PFuMP","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Rushinga District"
"xBeRnwj9AnU","Zimbabwe Ministry of Health","ma Manicaland Province","ma Buhera District"
"xBExtAqGrZr","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Northern District"
"Xc6h6yFKrYy","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Western District"
"XD3SG9HU45u","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutare District"
"xDCT70uOXUQ","Zimbabwe Ministry of Health","me Mashonaland East Province","me Marondera District"
"xDT9sC5YEPn","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Chegutu District"
"xDWjPU2og4Z","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Hurungwe District"
"XEOVqP1R0dh","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Hurungwe District"
"xEwb6ZbpbU1","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Southern District"
"xeyqyhrEqJ9","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mount Darwin District"
"Xf2wHY2OeCm","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Binga District"
"xF7BK7qhV78","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Eastern District"
"xfgrIEhpVaZ","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Centenary District"
"xfTfBuZjJkt","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Bulilima District"
"xfXOVtAcjHn","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Makonde District"
"xGHewS8QVb9","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Nkayi District"
"xgkg7SkAtoW","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Emakhandeni District"
"XGNMosPGvzj","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Northern Suburbs District"
"xgVQ6v7JiIb","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Insiza District"
"Xh1S0QX9HWx","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Zvimba District"
"xh3HUQiGe9s","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Nkayi District"
"XH5wtiNaktn","Zimbabwe Ministry of Health","mi Midlands Province","mi Mberengwa District"
"XHf0fWH5dcE","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutare District"
"xHIT3s80j50","Zimbabwe Ministry of Health","mi Midlands Province","mi Shurugwi District"
"xhIwGYQXNXZ","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Hwange District"
"XhRWmvXHxeR","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutare District"
"XHTiVLFtZqs","Zimbabwe Ministry of Health","me Mashonaland East Province","me Chikomba District"
"xhuhYJlGunH","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Gwanda District"
"xipBHFXxNto","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe South District"
"XivulgBxpIY","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Makonde District"
"Xj0WA3RP39z","Zimbabwe Ministry of Health","me Mashonaland East Province","me Chikomba District"
"Xjhwh0mZbmB","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Northern District"
"XJpNFeubEmY","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Beitbridge District"
"xjTfhQNQzsh","Zimbabwe Ministry of Health","mi Midlands Province","mi Shurugwi District"
"xkcTYcOE1rB","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Makonde District"
"Xkfoiswgpb9","Zimbabwe Ministry of Health","me Mashonaland East Province","me Mudzi District"
"XkuKaxtXv8w","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Makonde District"
"xKyiPe1J3DR","Zimbabwe Ministry of Health","mi Midlands Province","mi Kwekwe District"
"xlfJsY2oi9P","Zimbabwe Ministry of Health","ma Manicaland Province","ma Nyanga District"
"XllhG5cKBYD","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe North District"
"XLxruS1jL1F","Zimbabwe Ministry of Health","mi Midlands Province","mi Zvishavane District"
"Xoe8W30meNH","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mount Darwin District"
"xOSDcOiqh64","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Hwange District"
"XPk4JYUZeS1","Zimbabwe Ministry of Health","me Mashonaland East Province","me Chikomba District"
"xQ7vG4zmwwu","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Matobo District"
"xQrUWw2fUC7","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Emakhandeni District"
"xqxQzc5uJQ5","Zimbabwe Ministry of Health","ma Manicaland Province","ma Makoni District"
"XrHUnXYBubZ","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Lupane District"
"xRUjvQMtM7Z","Zimbabwe Ministry of Health","mi Midlands Province","mi Gweru District"
"xRwqa2hyoh2","Zimbabwe Ministry of Health","mi Midlands Province","mi Kwekwe District"
"XsaldP3aocJ","Zimbabwe Ministry of Health","mi Midlands Province","mi Mberengwa District"
"xSEU0kfcYUB","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Mhondoro District"
"xsorey37Xb4","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chiredzi District"
"XthOOeHSryu","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Harare Central Hospitals"
"Xu16C4pcKjI","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chipinge District"
"xucUDRLYSGT","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mazowe District"
"xuedeiYXBDU","Zimbabwe Ministry of Health","mv Masvingo Province","mv Bikita District"
"XUeDZQc29Ce","Zimbabwe Ministry of Health","me Mashonaland East Province","me Murewa District"
"xuwXHQW0lEx","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chiredzi District"
"Xv9Q2UReY0b","Zimbabwe Ministry of Health","mv Masvingo Province","mv Zaka District"
"xvuWT8iCSZz","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutasa District"
"XwGMQVIEA7e","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mazowe District"
"XWOMMnxlSoD","Zimbabwe Ministry of Health","mi Midlands Province","mi Shurugwi District"
"xWpVDFqwfs9","Zimbabwe Ministry of Health","me Mashonaland East Province","me Marondera District"
"XwwBXUiEqLF","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Kariba District"
"xwxFSc6Ghn0","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chivi District"
"XX0ZMuuDZhk","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Insiza District"
"Xx2vto5TcJv","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Chegutu District"
"xx6DcGodWk5","Zimbabwe Ministry of Health","ma Manicaland Province","ma Nyanga District"
"xx8iFdcD7uW","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutare District"
"xxNYOrAmSXF","Zimbabwe Ministry of Health","ma Manicaland Province","ma Makoni District"
"XxPMxOI9jqs","Zimbabwe Ministry of Health","mv Masvingo Province","mv Gutu District"
"Xydb813pfZQ","Zimbabwe Ministry of Health","me Mashonaland East Province","me Mudzi District"
"xyi6WrBmW9s","Zimbabwe Ministry of Health","me Mashonaland East Province","me Mutoko District"
"XzenI3z2ECl","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Beitbridge District"
"XzL8xx0lbDy","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Kariba District"
"XZzgzuU96aH","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutare District"
"y0apJPdoLjN","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutare District"
"Y3Bg4ZzxfGm","Zimbabwe Ministry of Health","mi Midlands Province","mi Chirumhanzu District"
"y44otghVAx2","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Guruve District"
"y49OZYQXlRj","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Northern District"
"Y6b1EguUJv2","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Southern District"
"Y6f51RnIFBf","Zimbabwe Ministry of Health","ma Manicaland Province","ma Nyanga District"
"Y7BYSQJ5MLz","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Hurungwe District"
"Y8DnWoPP6bZ","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutare District"
"Y994YLVGuhY","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Eastern District"
"Y9Ac4uulQ0Q","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Southern District"
"yBbmuis3KKf","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chiredzi District"
"YbDW3tcFc5A","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chiredzi District"
"YBrN4MulgEM","Zimbabwe Ministry of Health","mv Masvingo Province","mv Zaka District"
"yCf2IRuuCK4","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Centenary District"
"YcXtnxEmwyu","Zimbabwe Ministry of Health","me Mashonaland East Province","me Goromonzi District"
"YDV9XYWfyKl","Zimbabwe Ministry of Health","mv Masvingo Province","mv Masvingo District"
"yDyRCeplLTy","Zimbabwe Ministry of Health","me Mashonaland East Province","me Uzumba Maramba Pfungwe District"
"yEQzNamH3uC","Zimbabwe Ministry of Health","ma Manicaland Province","ma Makoni District"
"yF36BJkyZkV","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Chegutu District"
"YfWk9pQ6Ao6","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Northern District"
"YfZFBb4Ke9p","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Zvimba District"
"yGoo44PvDXg","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutasa District"
"yHaKCyV8Bd5","Zimbabwe Ministry of Health","me Mashonaland East Province","me Murewa District"
"yHHxYR0gIdJ","Zimbabwe Ministry of Health","mi Midlands Province","mi Gweru District"
"yhlaqZWt7N1","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chimanimani District"
"YHNrgUBY7iS","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutasa District"
"yhRa9neKw09","Zimbabwe Ministry of Health","mi Midlands Province","mi Zvishavane District"
"YhVBzHr20wt","Zimbabwe Ministry of Health","mi Midlands Province","mi Zvishavane District"
"yibYZ6Po0zH","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Bindura District"
"YJvMElHK1YT","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Eastern District"
"YK1RDKai7tc","Zimbabwe Ministry of Health","mv Masvingo Province","mv Bikita District"
"ykGqyoIiu08","Zimbabwe Ministry of Health","mi Midlands Province","mi Mberengwa District"
"YkO5HeH7cyE","Zimbabwe Ministry of Health","mi Midlands Province","mi Zvishavane District"
"YkuOpyglg7w","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Makonde District"
"ylFBVjnvqYP","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Harare Central Hospitals"
"yLTF6bssNwa","Zimbabwe Ministry of Health","me Mashonaland East Province","me Uzumba Maramba Pfungwe District"
"yMtK3S8nhQo","Zimbabwe Ministry of Health","me Mashonaland East Province","me Mudzi District"
"YmvLtM3DznO","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Makonde District"
"YNSYsjgP6fA","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chimanimani District"
"yOPB5Y4iGLD","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Bubi District"
"yoSv5OSOTSt","Zimbabwe Ministry of Health","mv Masvingo Province","mv Bikita District"
"Yoy3Jj07Yif","Zimbabwe Ministry of Health","mv Masvingo Province","mv Masvingo District"
"YP2FZTjfV0z","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutare District"
"YP2Jsl1KvlT","Zimbabwe Ministry of Health","ma Manicaland Province","ma Nyanga District"
"yPi0dEKlVcc","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Northern District"
"yPuklv04aPn","Zimbabwe Ministry of Health","me Mashonaland East Province","me Chikomba District"
"YpyGnrByRlN","Zimbabwe Ministry of Health","me Mashonaland East Province","me Hwedza District"
"yq0AR7eRb3Y","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chiredzi District"
"zF94vTZUOen","Zimbabwe Ministry of Health","mv Masvingo Province","mv Zaka District"
"YRGvoQeebfP","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Northern Suburbs District"
"YrLclGGTdJa","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Chegutu District"
"ySbdXgNwWta","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Hurungwe District"
"YsNestJGSg9","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutare District"
"ysPngdiDqUX","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Mhondoro District"
"Yt2RimD88h7","Zimbabwe Ministry of Health","ma Manicaland Province","ma Buhera District"
"YT86mnonZzz","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutasa District"
"yTqD0zleMds","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Umguza District"
"YuB4DjpGKbr","Zimbabwe Ministry of Health","mv Masvingo Province","mv Bikita District"
"yubwlZ66a2P","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mount Darwin District"
"yuE9DIrPeww","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Southern District"
"yuqvs8nDoW7","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Emakhandeni District"
"yUZhrtZsDix","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chivi District"
"yVBotWcHbOu","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Makonde District"
"YVhOfzBetf1","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Nkulumane District"
"yVmpZgFmHx4","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Umzingwane District"
"yW7Fi0sI8ww","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Insiza District"
"YwAauHvUdl9","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe North District"
"yWUEiTZdX3r","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Beitbridge District"
"yWX9wymGipZ","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Centenary District"
"Yx5OTPLeUAc","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Makonde District"
"yXDxPkj2VjH","Zimbabwe Ministry of Health","me Mashonaland East Province","me Mutoko District"
"yxtQKFT8xxn","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Matobo District"
"YY0h3RaMrJN","Zimbabwe Ministry of Health","me Mashonaland East Province","me Mudzi District"
"yygJe0H0tcS","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Tsholotsho District"
"yYhEp4VZzBs","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Bindura District"
"YyiMvyE3FZI","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Matobo District"
"yYjaFL1M648","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Southern District"
"Yzle3VzzyNN","Zimbabwe Ministry of Health","mi Midlands Province","mi Gweru District"
"yzteaQjArJn","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Nkayi District"
"YZuS9BT4pKu","Zimbabwe Ministry of Health","me Mashonaland East Province","me Marondera District"
"z0dLCJK70y4","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chiredzi District"
"Z3HcoSNeppw","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Hwange District"
"Z3uUAktokIU","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Rushinga District"
"Z3Wl62t4RJx","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Northern Suburbs District"
"Z3zy2PuT7Bd","Zimbabwe Ministry of Health","ma Manicaland Province","ma Buhera District"
"z4QkjZPb6Fi","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Makonde District"
"z4SzUXzBpKF","Zimbabwe Ministry of Health","me Mashonaland East Province","me Mudzi District"
"Z7U0RkB0VQt","Zimbabwe Ministry of Health","mv Masvingo Province","mv Mwenezi District"
"Z8GLhBou1nb","Zimbabwe Ministry of Health","me Mashonaland East Province","me Goromonzi District"
"z8YBhfH0zfl","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe South District"
"zAtYR7ZYUZ5","Zimbabwe Ministry of Health","ma Manicaland Province","ma Nyanga District"
"zaWy4HXSqOk","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chipinge District"
"zbeXocs4ras","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mazowe District"
"zbS445H6kah","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Hwange District"
"zbvky2oW8Wm","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chiredzi District"
"Zch9oQrvNSq","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Northern District"
"ZD7Hr4mhDIr","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Bulilima District"
"zDHXPrHvZRf","Zimbabwe Ministry of Health","mi Midlands Province","mi Kwekwe District"
